State Name,Market Name,Group,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,550,688,613,20-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,563,688,625,21-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,500,600,550,21-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,550,700,625,22-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,500,600,550,22-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,700,650,23-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,490,600,530,23-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,575,725,650,24-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,460,600,520,24-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,550,725,650,25-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,500,600,560,25-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,550,700,625,26-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,480,600,550,26-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,575,700,638,27-Aug-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,480,600,550,27-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,575,725,650,28-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,575,750,663,29-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,700,650,30-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,750,675,31-Aug-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,725,663,02-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,625,750,688,03-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,625,750,688,04-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,775,713,05-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,800,725,06-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,700,800,750,07-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,700,875,788,08-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,675,775,725,09-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,800,725,10-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,800,700,11-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,750,675,12-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,550,750,650,13-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,625,725,675,15-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,600,750,675,16-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,625,725,675,17-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,625,775,700,18-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,800,725,19-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,750,900,825,20-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,700,800,750,21-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,800,725,22-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,675,800,738,23-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,750,700,24-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,650,800,725,25-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,700,800,750,26-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,750,925,875,27-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,800,950,875,28-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,825,975,900,29-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,1100,975,30-Sep-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,750,1000,875,03-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1125,1063,04-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1125,1063,05-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,950,1125,1038,06-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,950,1100,1025,07-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,950,1075,1012,08-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,900,1200,1000,08-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,950,1100,1025,09-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1200,1100,10-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,750,1300,1200,10-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1175,1088,11-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1200,1100,11-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1150,1075,12-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1100,1000,12-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1125,1063,13-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1200,1000,13-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1100,1250,1175,14-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1200,1000,14-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,975,1175,1075,15-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,700,1100,1000,15-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1200,1100,16-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1000,900,16-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1075,1175,1125,17-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,900,1200,1000,17-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,1000,1150,1075,18-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1100,1000,18-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,800,950,875,19-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,750,1050,900,19-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,800,950,875,20-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,750,1050,900,20-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,875,1000,938,21-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1000,900,21-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,1000,925,22-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,750,950,800,22-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,1000,925,23-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,1000,900,23-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,1025,938,24-Oct-03
NCT of Delhi,Shahdara,Vegetables,Other,FAQ,800,950,850,24-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,1000,925,25-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,925,1025,975,26-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,925,1050,988,27-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,950,900,28-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,975,913,29-Oct-03
NCT of Delhi,Keshopur,Vegetables,Onion,FAQ,850,1000,925,30-Oct-03
