State Name,Market Name,Group,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,938,588,29-Apr-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,938,588,01-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,938,581,02-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,938,581,03-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,938,581,06-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,938,581,08-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,906,581,09-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,906,594,10-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,906,594,11-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,906,594,12-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,625,525,13-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,750,600,15-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,725,600,16-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,725,575,17-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,725,575,18-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,725,575,19-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,438,725,625,20-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,500,725,625,22-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,500,725,531,23-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,500,725,625,24-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,531,850,600,27-May-06
NCT of Delhi,Azadpur,Vegetables,Potato,FAQ,531,850,600,29-May-06
